name,birth_date,age,gender,home_country,home_city,home_state,current_country,worth,industry,source,self_made,country_population,country_gdp,country_life_expectancy,country_tax_revenue,country_total_tax_rate,country_gross_primary_education,country_gross_tertiary_education,country_cpi,country_latitude,country_longitude
"B. Wayne Hughes",1959-05-27,63,Male,"United States",Jackson,Wyoming,"United States",1900000000,"Real Estate","Storage facilities",0,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Wing Mau Hui",1950-07-01,72,Male,"Hong Kong","Hong Kong",not-applicable,"Hong Kong",1900000000,"Real Estate","Real estate",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Scott Kapnick",1959-02-09,64,Male,"United States",Naples,Florida,"United States",1900000000,"Finance & Investments","Private equity",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Richard Kayne",1946-01-01,77,Male,"United States","Santa Monica",California,"United States",1900000000,"Finance & Investments",Investments,1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Dominika Kulczyk",1977-07-30,45,Female,"United Kingdom",London,not-applicable,Poland,1900000000,"Finance & Investments",Diversified,0,66834405,2827113184696,81.3,25.5,30.6,101.2,60.0,119.6,55.378051,-3.435973
"Edward Lampert",1962-07-19,60,Male,"United States","Miami Beach",Florida,"United States",1900000000,"Finance & Investments",Sears,1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Somsri Lamsam",1960-03-29,65,Male,Thailand,Bangkok,not-applicable,Thailand,1900000000,Diversified,Diversified,0,69625582,543649976166,76.9,14.9,29.5,99.8,49.3,113.3,15.870032,100.992541
"James Leprino",1937-11-22,85,Male,"United States","Indian Hills",Colorado,"United States",1900000000,"Food & Beverage",Cheese,0,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"David Lichtenstein",1961-11-21,61,Male,"United States",Monsey,"New York","United States",1900000000,"Real Estate","Real estate",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Dingqiang Lin",1966-10-01,56,Male,China,Beijing,not-applicable,"Hong Kong",1900000000,"Real Estate","Real estate",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Sarah MacMillan",1954-01-01,69,Female,"United States","Los Angeles",California,"United States",1900000000,"Food & Beverage",Cargill,0,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Strive Masiyiwa",1961-01-29,62,Male,"United Kingdom",London,not-applicable,Zimbabwe,1900000000,Telecom,Telecom,1,66834405,2827113184696,81.3,25.5,30.6,101.2,60.0,119.6,55.378051,-3.435973
"Robert Miller",1933-05-23,89,Male,"Hong Kong","Hong Kong",not-applicable,"United Kingdom",1900000000,"Fashion & Retail",Retail,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Simon Nixon",1967-08-01,55,Male,"United Kingdom","St. Brelade, Jersey",not-applicable,"United Kingdom",1900000000,Technology,"Price comparison website",1,66834405,2827113184696,81.3,25.5,30.6,101.2,60.0,119.6,55.378051,-3.435973
"Kentaro Ogawa",1948-07-01,74,Male,Japan,Tokyo,not-applicable,Japan,1900000000,"Food & Beverage",Restaurants,1,126226568,5081769542380,84.2,11.9,46.7,98.8,63.2,105.5,36.204824,138.252924
"Ajay Parekh",1957-06-23,65,Male,India,Mumbai,not-applicable,India,1900000000,Manufacturing,Adhesives,0,1366417754,2611000000000,69.4,11.2,49.7,113.0,28.1,180.4,20.593684,78.962880
"Narendrakumar Parekh",1938-04-17,84,Male,India,Mumbai,not-applicable,India,1900000000,Manufacturing,Adhesives,0,1366417754,2611000000000,69.4,11.2,49.7,113.0,28.1,180.4,20.593684,78.962880
"Jennifer Pritzker",1950-08-13,72,Female,"United States",Chicago,Illinois,"United States",1900000000,"Finance & Investments","Hotels, investments",0,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"G. Rajendran",1942-10-05,80,Male,India,Chennai,not-applicable,India,1900000000,"Fashion & Retail",Jewellery,1,1366417754,2611000000000,69.4,11.2,49.7,113.0,28.1,180.4,20.593684,78.962880
"Jianhua Ren",1956-08-01,66,Male,China,Hangzhou,not-applicable,China,1900000000,Manufacturing,"Kitchen appliances",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Larry Robbins",1969-10-21,53,Male,"United States",Alpine,"New Jersey","United States",1900000000,"Finance & Investments","Hedge funds",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Dwight Schar",1942-02-08,81,Male,"United States","Palm Beach",Florida,"United States",1900000000,"Construction & Engineering","Homebuilding, NFL team",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Jianxiong Shao",1960-03-29,65,Male,China,Hangzhou,not-applicable,China,1900000000,Energy,Photovoltaics,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Qinxiang Shao",1954-09-01,68,Male,China,Hangzhou,not-applicable,China,1900000000,Manufacturing,Diversified,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Hua Shen",1963-01-01,60,Male,China,Jiaxing,not-applicable,"United States",1900000000,Technology,Semiconductors,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Wen-long Shi",1928-02-01,95,Male,Taiwan,Tainan,not-applicable,Taiwan,1900000000,Manufacturing,Plastics,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Peter Sondakh",1950-02-26,73,Male,Indonesia,Surabaya,not-applicable,Indonesia,1900000000,"Finance & Investments",Investments,1,270203917,1119190780753,71.5,10.2,30.1,106.4,36.3,151.2,-0.789275,113.921327
"Lucy Stitzer",1960-01-01,63,Female,"United States",Greenwich,Connecticut,"United States",1900000000,"Food & Beverage",Cargill,0,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
